"","X","last_first_name","BBE","Avg.LA","LA.Std.Dev","Sweet.Spot.","HH.LA","Oppo.FB.","Oppo.FB.EV","High.AA.","season","game_type","handedness","level","oppo_fb_pct_rank","oppo_fb_ev_pct_rank","high_aa_pct_rank","attack_angle_avg_rank","sweet_spot_pct_rank","launch_angle_avg_rank","hard_hit_pct_rank",".groups","poor_loft","loft_cohort","hhla_norm","avg_la_norm","ideal_aa_norm","sweet_spot_norm","angles_score","angles_tier","interaction_cohort","swspt_cohort"
"1027",1027,"Mateo, Jorge",346,14.6,29.5,36.7,11.9,30.8,85.3,0,2022,"R","Overall","MLB",48.4,21.1,0,0,67.1,62.7,46.2,"drop",FALSE,"Non-Poor Loft",0.462,0.627,0,0.671,0.58751,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1028",1028,"Mazara, Nomar",119,17.6,27.6,39.5,14.5,42.9,85.4,0,2022,"R","Overall","MLB",86.2,22.4,0,0,87,83.5,65.6,"drop",TRUE,"Poor Loft",0.656,0.835,0,0.87,0.78783,"Excellent","Poor Loft + Good Angles","Poor Loft + Good Angles"
"1029",1029,"McCann, James",129,16.3,26,34.1,15.6,35,88.4,0,2022,"R","Overall","MLB",64.9,57.2,0,0,40.3,75.7,74.4,"drop",FALSE,"Non-Poor Loft",0.744,0.757,0,0.403,0.63235,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1030",1030,"McCarthy, Jake",238,8,27.1,35.7,8.9,29.6,87.7,0,2022,"R","Overall","MLB",42.5,47.9,0,0,54.8,15.2,22.9,"drop",FALSE,"Non-Poor Loft",0.229,0.152,0,0.548,0.31205,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1031",1031,"McCormick, Chas",248,12.8,26.6,35.5,19.6,56.8,93.6,0,2022,"R","Overall","MLB",99.3,97.1,0,0,52.3,49.1,91.6,"drop",FALSE,"Non-Poor Loft",0.916,0.491,0,0.523,0.64213,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1032",1032,"McCutchen, Andrew",395,13.1,28.5,37.2,15.3,26.1,91.7,0,2022,"R","Overall","MLB",25.3,87.7,0,0,71,51.1,70.8,"drop",FALSE,"Non-Poor Loft",0.708,0.511,0,0.71,0.64367,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1033",1033,"McGuire, Reese",191,14.1,28.1,36.6,11.2,29.3,82,0,2022,"R","Overall","MLB",40.5,4.4,0,0,66.1,58.7,40.3,"drop",FALSE,"Non-Poor Loft",0.403,0.587,0,0.661,0.55144,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1034",1034,"McKenna, Ryan",100,15.4,24.3,38,14.9,30.8,83.7,0,2022,"R","Overall","MLB",48.4,9.6,0,0,77.1,69.5,68.6,"drop",FALSE,"Non-Poor Loft",0.686,0.695,0,0.771,0.71787,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1035",1035,"McKinstry, Zach",113,12.8,27.3,42.5,15.3,34.5,82.9,0,2022,"R","Overall","MLB",62.4,7.9,0,0,95.8,49.1,70.8,"drop",TRUE,"Poor Loft",0.708,0.491,0,0.958,0.72139,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"1036",1036,"McMahon, Ryan",370,10.8,24.9,37.8,13.5,45.6,90.5,0,2022,"R","Overall","MLB",90.4,77.6,0,0,75.2,32.7,58.5,"drop",FALSE,"Non-Poor Loft",0.585,0.327,0,0.752,0.55664,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1037",1037,"McNeil, Jeff",474,12.8,23.9,41.1,10.4,34.9,87,0,2022,"R","Overall","MLB",64.4,40,0,0,92.9,49.1,34.6,"drop",TRUE,"Poor Loft",0.346,0.491,0,0.929,0.59207,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"1038",1038,"Meadows, Austin",111,17.2,27.1,36,9,37,84,0,2022,"R","Overall","MLB",72,10.8,0,0,58.5,81.8,24.3,"drop",TRUE,"Poor Loft",0.243,0.818,0,0.585,0.54903,"Good","Poor Loft + Good Angles","Excluded from Analysis"
"1039",1039,"Mejía, Francisco",225,15.7,27.9,40.4,8.4,25.4,84.6,0,2022,"R","Overall","MLB",22.1,15.2,0,0,90.7,71.7,19.4,"drop",FALSE,"Non-Poor Loft",0.194,0.717,0,0.907,0.60901,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1040",1040,"Melendez, MJ",336,15.1,28.5,31.2,14.2,22.7,89.6,0,2022,"R","Overall","MLB",14.3,68.1,0,0,15.5,67.3,63.9,"drop",FALSE,"Non-Poor Loft",0.639,0.673,0,0.155,0.48566,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1041",1041,"Meneses, Joey",172,9.5,23.7,42.4,10.6,36.6,88.5,0,2022,"R","Overall","MLB",69.5,58.7,0,0,95.6,22.9,35.6,"drop",FALSE,"Non-Poor Loft",0.356,0.229,0,0.956,0.51809,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1042",1042,"Merrifield, Whit",421,15.1,27.6,39.7,17.3,30.9,88,0,2022,"R","Overall","MLB",49.9,51.4,0,0,87.7,67.3,83.8,"drop",FALSE,"Non-Poor Loft",0.838,0.673,0,0.877,0.79681,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1043",1043,"Miller, Brad",152,14.1,31.4,27.6,12.8,48.8,91,0,2022,"R","Overall","MLB",94.8,81.3,0,0,2.9,58.7,52.3,"drop",FALSE,"Non-Poor Loft",0.523,0.587,0,0.029,0.37616,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1044",1044,"Miller, Owen",340,10.1,29.9,35.6,9.7,35.9,86,0,2022,"R","Overall","MLB",67.3,28.7,0,0,53.1,27,29,"drop",TRUE,"Poor Loft",0.29,0.27,0,0.531,0.36534,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1045",1045,"Miranda, Jose",354,13.8,29.7,35.9,12.6,30,90.1,0,2022,"R","Overall","MLB",45,74.7,0,0,56.3,56.8,50.9,"drop",FALSE,"Non-Poor Loft",0.509,0.568,0,0.563,0.54683,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1046",1046,"Mitchell, Cal",161,7.4,24.2,36.6,8.7,28.6,84.5,0,2022,"R","Overall","MLB",37.3,14.7,0,0,66.1,12,22.1,"drop",FALSE,"Non-Poor Loft",0.221,0.12,0,0.661,0.33727,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"1047",1047,"Molina, Yadier",223,16.9,28.8,35.4,15.8,28.8,85.9,0,2022,"R","Overall","MLB",37.8,27.3,0,0,51.4,79.4,75.7,"drop",FALSE,"Non-Poor Loft",0.757,0.794,0,0.514,0.68659,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1048",1048,"Moncada, Yoán",283,15.7,27.8,37.5,14.6,33.3,87.4,0,2022,"R","Overall","MLB",59,44.2,0,0,73.5,71.7,65.8,"drop",FALSE,"Non-Poor Loft",0.658,0.717,0,0.735,0.70365,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1049",1049,"Montero, Elehuris",116,13.2,28.8,35.3,11.2,21.2,86.6,0,2022,"R","Overall","MLB",7.9,35.4,0,0,50.9,53.3,40.3,"drop",FALSE,"Non-Poor Loft",0.403,0.533,0,0.509,0.48194,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1050",1050,"Moore, Dylan",130,20.6,28.4,40,16,16.3,91.5,0,2022,"R","Overall","MLB",2.9,86.5,0,0,88.7,93.6,77.1,"drop",FALSE,"Non-Poor Loft",0.771,0.936,0,0.887,0.86489,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1051",1051,"Morel, Christopher",240,9.1,28.8,32.9,13.5,28.3,93.5,0,2022,"R","Overall","MLB",35.6,96.6,0,0,29.5,20.6,58.5,"drop",FALSE,"Non-Poor Loft",0.585,0.206,0,0.295,0.36133,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1052",1052,"Mountcastle, Ryan",408,15.9,24.8,41.2,15.4,38.9,89.6,0,2022,"R","Overall","MLB",76.7,68.1,0,0,93.6,74.2,72.7,"drop",FALSE,"Non-Poor Loft",0.727,0.742,0,0.936,0.80301,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1053",1053,"Moustakas, Mike",180,19.4,33.6,37.2,7,26.1,86.3,0,2022,"R","Overall","MLB",25.3,32.2,0,0,71,90.9,10.6,"drop",FALSE,"Non-Poor Loft",0.106,0.909,0,0.71,0.57635,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1054",1054,"Mullins, Cedric",475,17.5,29,31.6,11.7,29.5,86.5,0,2022,"R","Overall","MLB",42,34.2,0,0,18.7,83.3,44.7,"drop",FALSE,"Non-Poor Loft",0.447,0.833,0,0.187,0.48598,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1055",1055,"Muncy, Max",327,20.9,27.3,35.2,25.4,23.1,93.4,0,2022,"R","Overall","MLB",16,95.8,0,0,50.4,94.6,99.3,"drop",FALSE,"Non-Poor Loft",0.993,0.946,0,0.504,0.81123,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1056",1056,"Murphy, Sean",418,11.5,28.4,35.6,12.8,30.6,91.6,0,2022,"R","Overall","MLB",47.4,87.2,0,0,53.1,38.8,52.3,"drop",FALSE,"Non-Poor Loft",0.523,0.388,0,0.531,0.48117,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1057",1057,"Myers, Wil",176,13.1,26.9,40.3,12.6,48.9,89,0,2022,"R","Overall","MLB",95.1,62.2,0,0,90.4,51.1,50.9,"drop",FALSE,"Non-Poor Loft",0.509,0.511,0,0.904,0.64396,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1058",1058,"Naquin, Tyler",213,14.4,26.7,41.8,13.5,26.6,90.7,0,2022,"R","Overall","MLB",27.3,78.6,0,0,94.6,61.4,58.5,"drop",FALSE,"Non-Poor Loft",0.585,0.614,0,0.946,0.71731,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1059",1059,"Narváez, Omar",204,17.7,25.4,39.2,17.2,31.9,85.1,0,2022,"R","Overall","MLB",54.1,19.4,0,0,84,83.8,82.8,"drop",FALSE,"Non-Poor Loft",0.828,0.838,0,0.84,0.83538,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1060",1060,"Naylor, Josh",374,10.3,29.6,29.9,12.3,36.9,91.5,0,2022,"R","Overall","MLB",71.5,86.5,0,0,9.6,29.2,49.6,"drop",FALSE,"Non-Poor Loft",0.496,0.292,0,0.096,0.29268,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1061",1061,"Neuse, Sheldon",191,1.5,25.4,26.2,3.9,44.8,86.2,0,2022,"R","Overall","MLB",88.9,31.2,0,0,1,0.7,3.9,"drop",TRUE,"Poor Loft",0.039,0.007,0,0.01,0.01858,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1062",1062,"Nevin, Tyler",114,17.7,28,36.8,15.5,40.6,86.1,0,2022,"R","Overall","MLB",80.8,29.5,0,0,67.8,83.8,73.7,"drop",TRUE,"Poor Loft",0.737,0.838,0,0.678,0.75027,"Excellent","Poor Loft + Good Angles","Poor Loft + Good Angles"
"1063",1063,"Newman, Kevin",239,13.1,27.1,33.5,6.5,37,84.3,0,2022,"R","Overall","MLB",72,12.8,0,0,34.9,51.1,9.3,"drop",TRUE,"Poor Loft",0.093,0.511,0,0.349,0.31798,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1064",1064,"Nido, Tomás",206,8.3,25.3,44.2,15.4,58.1,90.8,0,2022,"R","Overall","MLB",99.8,79.6,0,0,98,17,72.7,"drop",FALSE,"Non-Poor Loft",0.727,0.17,0,0.98,0.62921,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1065",1065,"Nimmo, Brandon",463,6.1,29.1,30.5,6.5,28.9,86.1,0,2022,"R","Overall","MLB",38.8,29.5,0,0,13,9.6,9.3,"drop",FALSE,"Non-Poor Loft",0.093,0.096,0,0.13,0.10657,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1066",1066,"Nola, Austin",296,12,28.4,35.8,7.8,38.9,85.5,0,2022,"R","Overall","MLB",76.7,23.3,0,0,55,43.2,15.2,"drop",TRUE,"Poor Loft",0.152,0.432,0,0.55,0.37972,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1067",1067,"Nootbaar, Lars",219,10.7,29.8,32.4,12,30.4,90.1,0,2022,"R","Overall","MLB",46.2,74.7,0,0,24.8,31.7,46.9,"drop",FALSE,"Non-Poor Loft",0.469,0.317,0,0.248,0.3437,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1068",1068,"O'Neill, Tyler",238,13.6,28.1,38.7,17,36.7,93.3,0,2022,"R","Overall","MLB",70.3,94.8,0,0,81.6,55,81.6,"drop",FALSE,"Non-Poor Loft",0.816,0.55,0,0.816,0.72822,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1069",1069,"Odor, Rougned",314,21.5,30.8,32.8,13.3,19.4,87,0,2022,"R","Overall","MLB",4.9,40,0,0,28.7,96.3,56.8,"drop",FALSE,"Non-Poor Loft",0.568,0.963,0,0.287,0.60281,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1070",1070,"Ohtani, Shohei",426,12.1,27.1,35.9,16.5,37.2,94.3,0,2022,"R","Overall","MLB",73.2,97.8,0,0,56.3,44.5,79.1,"drop",FALSE,"Non-Poor Loft",0.791,0.445,0,0.563,0.5993,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1071",1071,"Olivares, Edward",126,6.6,28.1,36.5,7.9,28,84.2,0,2022,"R","Overall","MLB",35.1,12,0,0,64.9,10.3,16,"drop",FALSE,"Non-Poor Loft",0.16,0.103,0,0.649,0.30745,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1072",1072,"Olson, Matt",449,16.1,30,35.9,15.8,26.6,91.2,0,2022,"R","Overall","MLB",27.3,83.5,0,0,56.3,74.9,75.7,"drop",FALSE,"Non-Poor Loft",0.757,0.749,0,0.563,0.6884,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1073",1073,"Ortega, Rafael",247,17.1,28.3,38.9,11.3,27.7,81.6,0,2022,"R","Overall","MLB",33.9,2.5,0,0,82.6,81.6,41,"drop",FALSE,"Non-Poor Loft",0.41,0.816,0,0.826,0.68542,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1074",1074,"Ozuna, Marcell",352,16.5,30,33.5,17.2,25.9,91.3,0,2022,"R","Overall","MLB",23.8,84.3,0,0,34.9,77.1,82.8,"drop",FALSE,"Non-Poor Loft",0.828,0.771,0,0.349,0.64633,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1075",1075,"Pache, Cristian",170,3.8,30.1,26.5,2,34.5,87,0,2022,"R","Overall","MLB",62.4,40,0,0,1.2,3.2,0.7,"drop",TRUE,"Poor Loft",0.007,0.032,0,0.012,0.01695,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1076",1076,"Paredes, Isaac",266,15.8,30.5,28.6,12.8,21.3,84.4,0,2022,"R","Overall","MLB",8.4,13.8,0,0,6.1,73.2,52.3,"drop",FALSE,"Non-Poor Loft",0.523,0.732,0,0.061,0.43489,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1077",1077,"Pasquantino, Vinnie",225,12.2,26.2,35.1,8.1,29.8,86.9,0,2022,"R","Overall","MLB",44,39.1,0,0,49.1,45.5,18.4,"drop",FALSE,"Non-Poor Loft",0.184,0.455,0,0.491,0.37781,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1078",1078,"Pederson, Joc",280,14.8,29.3,36.1,15.4,27.1,91.9,0,2022,"R","Overall","MLB",30.5,89.4,0,0,60,64.1,72.7,"drop",FALSE,"Non-Poor Loft",0.727,0.641,0,0.6,0.65544,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1079",1079,"Peralta, David",331,15.1,29,37.8,10.3,22.3,87.3,0,2022,"R","Overall","MLB",12.8,43,0,0,75.2,67.3,33.7,"drop",FALSE,"Non-Poor Loft",0.337,0.673,0,0.752,0.58898,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1080",1080,"Perdomo, Geraldo",319,11.8,29.8,31,8.6,35.3,85.1,0,2022,"R","Overall","MLB",65.6,19.4,0,0,14.3,41.3,21.1,"drop",TRUE,"Poor Loft",0.211,0.413,0,0.143,0.25454,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1081",1081,"Perez, Salvador",339,17.8,27.7,36,21.9,27.6,91.4,0,2022,"R","Overall","MLB",32.9,84.8,0,0,58.5,85,97.1,"drop",FALSE,"Non-Poor Loft",0.971,0.85,0,0.585,0.79983,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1082",1082,"Peterson, Jace",204,9.7,27.1,35.3,12.4,25.9,86.3,0,2022,"R","Overall","MLB",23.8,32.2,0,0,50.9,23.8,50.4,"drop",FALSE,"Non-Poor Loft",0.504,0.238,0,0.509,0.41792,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1083",1083,"Peña, Jeremy",386,8.7,29,35,12.7,38.6,91.5,0,2022,"R","Overall","MLB",75.2,86.5,0,0,48.2,18.4,51.8,"drop",FALSE,"Non-Poor Loft",0.518,0.184,0,0.482,0.39554,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1084",1084,"Pham, Tommy",392,7.7,28.9,34.9,8.5,28.4,88.3,0,2022,"R","Overall","MLB",36.6,56.5,0,0,47.2,14,19.9,"drop",FALSE,"Non-Poor Loft",0.199,0.14,0,0.472,0.27235,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1085",1085,"Phillips, Brett",106,22.8,28.2,34.9,27.6,29.4,89.5,0,2022,"R","Overall","MLB",41.3,67.3,0,0,47.2,98.3,99.8,"drop",FALSE,"Non-Poor Loft",0.998,0.983,0,0.472,0.81421,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1086",1086,"Pinder, Chad",245,9.7,28.2,34.3,13.1,33.3,92.6,0,2022,"R","Overall","MLB",59,92.1,0,0,42.5,23.8,55,"drop",FALSE,"Non-Poor Loft",0.55,0.238,0,0.425,0.40454,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1087",1087,"Plawecki, Kevin",137,11.4,27.6,29.9,2.5,27.6,83.7,0,2022,"R","Overall","MLB",32.9,9.6,0,0,9.6,37.6,1.2,"drop",FALSE,"Non-Poor Loft",0.012,0.376,0,0.096,0.16068,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1088",1088,"Polanco, Jorge",280,21.7,25.2,39.6,20,27.3,88,0,2022,"R","Overall","MLB",31.7,51.4,0,0,87.2,97.1,93.1,"drop",FALSE,"Non-Poor Loft",0.931,0.971,0,0.872,0.92414,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1089",1089,"Pollock, AJ",394,11.7,30.7,34.8,11.5,32.2,89.8,0,2022,"R","Overall","MLB",55,70.5,0,0,45.2,40.3,42,"drop",FALSE,"Non-Poor Loft",0.42,0.403,0,0.452,0.42527,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1090",1090,"Profar, Jurickson",474,12.9,28.4,36.5,9.6,25.7,82,0,2022,"R","Overall","MLB",23.1,4.4,0,0,64.9,49.9,28.5,"drop",FALSE,"Non-Poor Loft",0.285,0.499,0,0.649,0.47938,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1091",1091,"Pujols, Albert",258,16.4,31,34.5,12.3,21.1,83.7,0,2022,"R","Overall","MLB",7.1,9.6,0,0,43.2,76.2,49.6,"drop",FALSE,"Non-Poor Loft",0.496,0.762,0,0.432,0.56202,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1092",1092,"Raleigh, Cal",253,22.5,26.9,37.9,22,22.9,90.8,0,2022,"R","Overall","MLB",15,79.6,0,0,76.7,97.8,97.3,"drop",FALSE,"Non-Poor Loft",0.973,0.978,0,0.767,0.90461,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1093",1093,"Ramírez, Harold",335,4.8,28.8,32.8,2.9,30.9,82,0,2022,"R","Overall","MLB",49.9,4.4,0,0,28.7,6.1,2.7,"drop",FALSE,"Non-Poor Loft",0.027,0.061,0,0.287,0.12662,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1094",1094,"Ramírez, José",528,20.7,30.2,35.6,11.3,20.5,82.9,0,2022,"R","Overall","MLB",6.1,7.9,0,0,53.1,94.1,41,"drop",FALSE,"Non-Poor Loft",0.41,0.941,0,0.531,0.62637,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1095",1095,"Realmuto, J.T.",390,13.1,25.9,36.7,13.8,45,92.4,0,2022,"R","Overall","MLB",89.7,91.2,0,0,67.1,51.1,60.4,"drop",FALSE,"Non-Poor Loft",0.604,0.511,0,0.671,0.59609,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1096",1096,"Refsnyder, Rob",110,13.1,23.2,50,16,37,90.9,0,2022,"R","Overall","MLB",72,80.6,0,0,100,51.1,77.1,"drop",FALSE,"Non-Poor Loft",0.771,0.511,0,1,0.76306,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1097",1097,"Rendon, Anthony",133,18.8,26.2,42.9,17.6,25,88.2,0,2022,"R","Overall","MLB",20.9,54.5,0,0,96.8,88.7,84.8,"drop",FALSE,"Non-Poor Loft",0.848,0.887,0,0.968,0.90167,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1098",1098,"Renfroe, Hunter",355,17.7,29.5,33.5,13.8,24.1,91.8,0,2022,"R","Overall","MLB",17.7,88.9,0,0,34.9,83.8,60.4,"drop",FALSE,"Non-Poor Loft",0.604,0.838,0,0.349,0.59452,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1099",1099,"Rengifo, Luis",410,9.9,29.8,32.7,9.3,19.6,90.7,0,2022,"R","Overall","MLB",5.4,78.6,0,0,28.3,25.3,26.5,"drop",FALSE,"Non-Poor Loft",0.265,0.253,0,0.283,0.26716,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1100",1100,"Reyes, Franmil",284,9.9,29.8,30.3,13.4,46.2,95.4,0,2022,"R","Overall","MLB",91.2,100,0,0,12.3,25.3,57.5,"drop",FALSE,"Non-Poor Loft",0.575,0.253,0,0.123,0.31506,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1101",1101,"Reyes, Victor",239,11,26.6,37.7,9.1,29.8,87.5,0,2022,"R","Overall","MLB",44,45.5,0,0,74.9,34.6,25.3,"drop",FALSE,"Non-Poor Loft",0.253,0.346,0,0.749,0.45233,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"1102",1102,"Reynolds, Bryan",403,12,27,36,13.5,35.7,88.4,0,2022,"R","Overall","MLB",66.6,57.2,0,0,58.5,43.2,58.5,"drop",FALSE,"Non-Poor Loft",0.585,0.432,0,0.585,0.53451,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1103",1103,"Reynolds, Matt",167,5.6,25,37.1,7.5,50,90,0,2022,"R","Overall","MLB",96.8,73.2,0,0,70.5,8.6,12.8,"drop",FALSE,"Non-Poor Loft",0.128,0.086,0,0.705,0.31032,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"1104",1104,"Riley, Austin",451,12.9,28.3,39.2,14.2,28.5,91.3,0,2022,"R","Overall","MLB",37.1,84.3,0,0,84,49.9,63.9,"drop",FALSE,"Non-Poor Loft",0.639,0.499,0,0.84,0.66114,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1105",1105,"Rivas III, Alfonso",163,4.9,28.3,36.8,7.5,40.6,85.1,0,2022,"R","Overall","MLB",80.8,19.4,0,0,67.8,6.6,12.8,"drop",TRUE,"Poor Loft",0.128,0.066,0,0.678,0.29454,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"1106",1106,"Rivera, Emmanuel",248,9.8,28.6,33.5,10.3,40,91.4,0,2022,"R","Overall","MLB",78.6,84.8,0,0,34.9,24.8,33.7,"drop",FALSE,"Non-Poor Loft",0.337,0.248,0,0.349,0.31171,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1107",1107,"Rizzo, Anthony",365,19.3,29.8,35.6,20.2,25.8,86.8,0,2022,"R","Overall","MLB",23.6,37.8,0,0,53.1,90.7,93.6,"drop",FALSE,"Non-Poor Loft",0.936,0.907,0,0.531,0.78873,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1108",1108,"Robert Jr., Luis",304,10,27.8,34.5,10.6,42.9,89.7,0,2022,"R","Overall","MLB",86.2,69.5,0,0,43.2,26,35.6,"drop",FALSE,"Non-Poor Loft",0.356,0.26,0,0.432,0.35016,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1109",1109,"Robles, Victor",249,15.4,29.1,32.1,13.3,20,81.5,0,2022,"R","Overall","MLB",5.9,2,0,0,23.1,69.5,56.8,"drop",FALSE,"Non-Poor Loft",0.568,0.695,0,0.231,0.49533,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1110",1110,"Rodgers, Brendan",431,4.6,27.1,32.5,7,42.4,87.6,0,2022,"R","Overall","MLB",85.5,47.2,0,0,26.3,5.4,10.6,"drop",FALSE,"Non-Poor Loft",0.106,0.054,0,0.263,0.14222,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1111",1111,"Rodríguez, Julio",367,10.1,28.8,33.5,9.9,26.1,90,0,2022,"R","Overall","MLB",25.3,73.2,0,0,34.9,27,30.7,"drop",FALSE,"Non-Poor Loft",0.307,0.27,0,0.349,0.30907,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1112",1112,"Rojas, Josh",344,11.9,27.7,36.3,12.8,40.9,89.2,0,2022,"R","Overall","MLB",81.6,64.1,0,0,63.4,42.8,52.3,"drop",FALSE,"Non-Poor Loft",0.523,0.428,0,0.634,0.52939,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1113",1113,"Rojas, Miguel",413,10.1,27,34.6,7.9,42,84.4,0,2022,"R","Overall","MLB",84.5,13.8,0,0,44.2,27,16,"drop",TRUE,"Poor Loft",0.16,0.27,0,0.442,0.29218,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1114",1114,"Rosario, Amed",530,5,28.1,32.6,5,47.2,87.9,0,2022,"R","Overall","MLB",93.1,49.4,0,0,26.8,6.9,5.9,"drop",FALSE,"Non-Poor Loft",0.059,0.069,0,0.268,0.13336,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1115",1115,"Rosario, Eddie",183,15.2,28.7,33.3,19.6,16.1,88.7,0,2022,"R","Overall","MLB",2.5,60.4,0,0,33.2,68.6,91.6,"drop",FALSE,"Non-Poor Loft",0.916,0.686,0,0.332,0.64154,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1116",1116,"Ruf, Darin",232,14.8,29,34.9,13.2,24.6,89.3,0,2022,"R","Overall","MLB",19.7,65.8,0,0,47.2,64.1,55.5,"drop",FALSE,"Non-Poor Loft",0.555,0.641,0,0.472,0.55516,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
