"","X","last_first_name","BBE","Avg.LA","LA.Std.Dev","Sweet.Spot.","HH.LA","Oppo.FB.","Oppo.FB.EV","High.AA.","season","game_type","handedness","level","oppo_fb_pct_rank","oppo_fb_ev_pct_rank","high_aa_pct_rank","attack_angle_avg_rank","sweet_spot_pct_rank","launch_angle_avg_rank","hard_hit_pct_rank",".groups","poor_loft","loft_cohort","hhla_norm","avg_la_norm","ideal_aa_norm","sweet_spot_norm","angles_score","angles_tier","interaction_cohort","swspt_cohort"
"527",527,"García Jr., Luis",394,4.6,27.8,32.5,9.1,40.3,89.8,0,2023,"R","Overall","MLB",82.1,63.7,0,0,22.2,4.5,19.4,"drop",FALSE,"Non-Poor Loft",0.194,0.045,0,0.222,0.15435,"Below Average","Excluded from Analysis","Excluded from Analysis"
"528",528,"García, Adolis",386,15.7,28.2,37.3,16.4,29.5,90.1,0,2023,"R","Overall","MLB",40.8,69.3,0,0,65.2,72.3,76.3,"drop",FALSE,"Non-Poor Loft",0.763,0.723,0,0.652,0.71206,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"529",529,"Garrett, Stone",157,17.4,28.5,39.5,15.7,15.2,86.2,0,2023,"R","Overall","MLB",2.3,24.2,0,0,85.9,83.6,68.5,"drop",FALSE,"Non-Poor Loft",0.685,0.836,0,0.859,0.79399,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"530",530,"Garver, Mitch",214,20.5,28.7,36.4,16.1,19.7,85.3,0,2023,"R","Overall","MLB",6,16.9,0,0,57.4,95,72.3,"drop",FALSE,"Non-Poor Loft",0.723,0.95,0,0.574,0.74725,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"531",531,"Gelof, Zack",188,11.8,26,39.9,17.9,30.2,91.5,0,2023,"R","Overall","MLB",42.8,84.6,0,0,88.7,36.5,84.9,"drop",FALSE,"Non-Poor Loft",0.849,0.365,0,0.887,0.7022,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"532",532,"Giménez, Andrés",438,13.2,28.6,31.3,10.1,26,82.2,0,2023,"R","Overall","MLB",26.2,3.5,0,0,14.4,49.9,25.9,"drop",FALSE,"Non-Poor Loft",0.259,0.499,0,0.144,0.2991,"Below Average","Excluded from Analysis","Excluded from Analysis"
"533",533,"Goldschmidt, Paul",435,12.8,27.9,37,13.2,33.3,88.3,0,2023,"R","Overall","MLB",55.4,46.1,0,0,62.7,45.1,51.9,"drop",FALSE,"Non-Poor Loft",0.519,0.451,0,0.627,0.53328,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"534",534,"Gomes, Yan",308,15,29.2,37.7,15.5,36,88.6,0,2023,"R","Overall","MLB",68,49.9,0,0,69,64.7,66.8,"drop",FALSE,"Non-Poor Loft",0.668,0.647,0,0.69,0.66855,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"535",535,"Gonzalez, Oscar",128,6.4,27.9,32,8.8,40.7,89.8,0,2023,"R","Overall","MLB",83.4,63.7,0,0,19.1,9.8,17.1,"drop",FALSE,"Non-Poor Loft",0.171,0.098,0,0.191,0.15371,"Below Average","Excluded from Analysis","Excluded from Analysis"
"536",536,"Gorman, Nolan",260,22.2,27.7,39.6,22.7,27,91,0,2023,"R","Overall","MLB",30.5,79.1,0,0,86.9,99,97.5,"drop",FALSE,"Non-Poor Loft",0.975,0.99,0,0.869,0.94391,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"537",537,"Grandal, Yasmani",279,10.8,28.6,33.7,9.6,38,88.9,0,2023,"R","Overall","MLB",76.6,53.4,0,0,30.7,29.5,22.7,"drop",FALSE,"Non-Poor Loft",0.227,0.295,0,0.307,0.27664,"Below Average","Excluded from Analysis","Excluded from Analysis"
"538",538,"Greene, Riley",266,6.6,23,38.3,12.8,43.1,90,0,2023,"R","Overall","MLB",88.9,67.5,0,0,76.8,10.1,48.9,"drop",FALSE,"Non-Poor Loft",0.489,0.101,0,0.768,0.45582,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"539",539,"Grichuk, Randal",340,14,29.6,35.6,11.6,37.3,89.8,0,2023,"R","Overall","MLB",74.1,63.7,0,0,51.4,55.9,39.5,"drop",FALSE,"Non-Poor Loft",0.395,0.559,0,0.514,0.48958,"Below Average","Excluded from Analysis","Excluded from Analysis"
"540",540,"Grisham, Trent",306,18.3,29,35,20,34.4,93,0,2023,"R","Overall","MLB",60.5,95.2,0,0,43.3,88.9,94.5,"drop",FALSE,"Non-Poor Loft",0.945,0.889,0,0.433,0.75244,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"541",541,"Grossman, Robbie",263,20.3,27.4,34.6,16.2,26.9,86.2,0,2023,"R","Overall","MLB",29.7,24.2,0,0,40.3,94.2,73.6,"drop",FALSE,"Non-Poor Loft",0.736,0.942,0,0.403,0.69076,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"542",542,"Guerrero Jr., Vladimir",506,10.5,28.9,34.4,6.8,30.9,86.7,0,2023,"R","Overall","MLB",45.6,30,0,0,38.5,26.2,8.6,"drop",FALSE,"Non-Poor Loft",0.086,0.262,0,0.385,0.24574,"Below Average","Excluded from Analysis","Excluded from Analysis"
"543",543,"Gurriel Jr., Lourdes",450,10.6,27.2,36.7,10.8,25.5,85.8,0,2023,"R","Overall","MLB",23.4,21.4,0,0,60.5,27.5,31.5,"drop",FALSE,"Non-Poor Loft",0.315,0.275,0,0.605,0.4004,"Below Average","Excluded from Analysis","Excluded from Analysis"
"544",544,"Gurriel, Yuli",258,16.4,30.2,32.9,6,33.3,86.3,0,2023,"R","Overall","MLB",55.4,25.7,0,0,24.4,76.3,6,"drop",FALSE,"Non-Poor Loft",0.06,0.763,0,0.244,0.35455,"Below Average","Excluded from Analysis","Excluded from Analysis"
"545",545,"Haase, Eric",194,13.4,30.2,29.9,10.3,34.1,86.8,0,2023,"R","Overall","MLB",59.7,31.5,0,0,7.8,51.4,27.5,"drop",FALSE,"Non-Poor Loft",0.275,0.514,0,0.078,0.28689,"Below Average","Excluded from Analysis","Excluded from Analysis"
"546",546,"Hampson, Garrett",151,12.1,27.5,41.1,7.8,47.2,81.1,0,2023,"R","Overall","MLB",96.5,1.5,0,0,92.4,39.3,14.1,"drop",TRUE,"Poor Loft",0.141,0.393,0,0.924,0.49038,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"547",547,"Haniger, Mitch",147,15.9,26.2,39.5,16.2,37,91.2,0,2023,"R","Overall","MLB",72.8,82.4,0,0,85.9,74.1,73.6,"drop",FALSE,"Non-Poor Loft",0.736,0.741,0,0.859,0.77947,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"548",548,"Happ, Ian",432,13,28.7,37.3,13.8,37.8,91,0,2023,"R","Overall","MLB",76.1,79.1,0,0,65.2,47.4,57.4,"drop",FALSE,"Non-Poor Loft",0.574,0.474,0,0.652,0.56752,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"549",549,"Harper, Bryce",338,9,27.3,38.5,12.7,35.9,88.7,0,2023,"R","Overall","MLB",67.8,51.4,0,0,79.3,17.9,47.9,"drop",FALSE,"Non-Poor Loft",0.479,0.179,0,0.793,0.48676,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"550",550,"Harris II, Michael",405,7.6,28.6,36.3,7.4,46.5,88.6,0,2023,"R","Overall","MLB",96,49.9,0,0,56.7,13.6,12.8,"drop",FALSE,"Non-Poor Loft",0.128,0.136,0,0.567,0.2799,"Below Average","Excluded from Analysis","Excluded from Analysis"
"551",551,"Hayes, Ke'Bryan",392,13.2,26.8,35.7,10.6,40.8,91,0,2023,"R","Overall","MLB",84.1,79.1,0,0,52.4,49.9,30,"drop",FALSE,"Non-Poor Loft",0.3,0.499,0,0.524,0.44183,"Below Average","Excluded from Analysis","Excluded from Analysis"
"552",552,"Hays, Austin",384,10.4,29.5,31.5,11.4,36,90.1,0,2023,"R","Overall","MLB",68,69.3,0,0,16.1,25.9,36.8,"drop",FALSE,"Non-Poor Loft",0.368,0.259,0,0.161,0.26165,"Below Average","Excluded from Analysis","Excluded from Analysis"
"553",553,"Hedges, Austin",140,15.4,30.2,32.1,11.3,29,80.8,0,2023,"R","Overall","MLB",38.8,1.3,0,0,20.9,69.5,36.3,"drop",FALSE,"Non-Poor Loft",0.363,0.695,0,0.209,0.4202,"Below Average","Excluded from Analysis","Excluded from Analysis"
"554",554,"Heim, Jonah",364,17.3,26.8,36.8,14,30.3,87.8,0,2023,"R","Overall","MLB",43.6,41.1,0,0,61,83.4,58.9,"drop",FALSE,"Non-Poor Loft",0.589,0.834,0,0.61,0.67699,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"555",555,"Henderson, Gunnar",404,11.4,26.6,33.9,13.2,35.5,91,0,2023,"R","Overall","MLB",65.5,79.1,0,0,33,34.5,51.9,"drop",FALSE,"Non-Poor Loft",0.519,0.345,0,0.33,0.39732,"Below Average","Excluded from Analysis","Excluded from Analysis"
"556",556,"Hernández, Enrique",374,17.1,29.6,31.8,8.6,35.2,85.8,0,2023,"R","Overall","MLB",62.5,21.4,0,0,17.9,81.9,16.6,"drop",TRUE,"Poor Loft",0.166,0.819,0,0.179,0.38591,"Below Average","Excluded from Analysis","Excluded from Analysis"
"557",557,"Hernández, Teoscar",421,12.3,28.2,36.8,16,38.1,92,0,2023,"R","Overall","MLB",77.1,88.4,0,0,61,40.6,71,"drop",FALSE,"Non-Poor Loft",0.71,0.406,0,0.61,0.57568,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"558",558,"Heyward, Jason",275,15.5,29.8,33.8,12.3,11.9,81.9,0,2023,"R","Overall","MLB",0.5,2.8,0,0,32.2,70.5,46.3,"drop",FALSE,"Non-Poor Loft",0.463,0.705,0,0.322,0.49492,"Below Average","Excluded from Analysis","Excluded from Analysis"
"559",559,"Hicks, Aaron",199,12.7,32.8,27.1,8.2,34,85.9,0,2023,"R","Overall","MLB",58.2,22.7,0,0,1.5,44.6,15.9,"drop",FALSE,"Non-Poor Loft",0.159,0.446,0,0.015,0.20475,"Below Average","Excluded from Analysis","Excluded from Analysis"
"560",560,"Higashioka, Kyle",171,15.4,26.3,39.8,14.7,29.8,89.7,0,2023,"R","Overall","MLB",41.6,62.7,0,0,88.2,69.5,62.7,"drop",FALSE,"Non-Poor Loft",0.627,0.695,0,0.882,0.73614,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"561",561,"Hoerner, Nico",540,10.5,27.1,35.2,4.3,35.5,84.7,0,2023,"R","Overall","MLB",65.5,12.8,0,0,45.1,26.2,2.5,"drop",TRUE,"Poor Loft",0.025,0.262,0,0.451,0.24805,"Below Average","Excluded from Analysis","Excluded from Analysis"
"562",562,"Ibáñez, Andy",288,12.9,28.2,34,10.1,36.4,87,0,2023,"R","Overall","MLB",70,32.5,0,0,34.5,46.1,25.9,"drop",TRUE,"Poor Loft",0.259,0.461,0,0.345,0.3549,"Below Average","Excluded from Analysis","Excluded from Analysis"
"563",563,"India, Jonathan",352,15.2,26.7,38.1,12.7,41.7,89.9,0,2023,"R","Overall","MLB",85.4,66.5,0,0,74.1,67.3,47.9,"drop",FALSE,"Non-Poor Loft",0.479,0.673,0,0.741,0.6321,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"564",564,"Isbel, Kyle",230,14.6,29.5,33.5,7.3,25.8,87,0,2023,"R","Overall","MLB",24.9,32.5,0,0,29.5,62,11.1,"drop",FALSE,"Non-Poor Loft",0.111,0.62,0,0.295,0.34153,"Below Average","Excluded from Analysis","Excluded from Analysis"
"565",565,"Jankowski, Travis",204,8.1,27.8,31.9,2.2,43.6,80.7,0,2023,"R","Overall","MLB",90.4,1,0,0,18.1,15.6,0.3,"drop",TRUE,"Poor Loft",0.003,0.156,0,0.181,0.11401,"Below Average","Excluded from Analysis","Excluded from Analysis"
"566",566,"Jansen, Danny",206,19.7,31.8,36.4,18.7,20.3,87.3,0,2023,"R","Overall","MLB",6.5,35,0,0,57.4,92.2,89.9,"drop",FALSE,"Non-Poor Loft",0.899,0.922,0,0.574,0.79609,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"567",567,"Jeffers, Ryan",193,17.2,27.7,35.8,17.9,31,90.8,0,2023,"R","Overall","MLB",46.3,77.8,0,0,53.7,82.4,84.9,"drop",FALSE,"Non-Poor Loft",0.849,0.824,0,0.537,0.73467,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"568",568,"Jiménez, Eloy",365,5.7,31.6,27.1,6.4,34.7,91.2,0,2023,"R","Overall","MLB",61,82.4,0,0,1.5,6.8,7.3,"drop",FALSE,"Non-Poor Loft",0.073,0.068,0,0.015,0.05163,"Below Average","Excluded from Analysis","Excluded from Analysis"
"569",569,"Joe, Connor",302,16.7,28.5,38.1,11.2,29.9,88.2,0,2023,"R","Overall","MLB",41.8,44.8,0,0,74.1,79.6,35,"drop",FALSE,"Non-Poor Loft",0.35,0.796,0,0.741,0.63012,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"570",570,"Jones, Nolan",240,9.8,28.5,35.8,14.4,32.4,88.5,0,2023,"R","Overall","MLB",51.6,48.6,0,0,53.7,21.9,61.7,"drop",FALSE,"Non-Poor Loft",0.617,0.219,0,0.537,0.45846,"Below Average","Excluded from Analysis","Excluded from Analysis"
"571",571,"Judge, Aaron",240,20.4,23.4,39.2,22.8,26.5,96.5,0,2023,"R","Overall","MLB",28.2,99.7,0,0,83.9,94.7,97.7,"drop",FALSE,"Non-Poor Loft",0.977,0.947,0,0.839,0.92018,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"572",572,"Julien, Edouard",213,7.9,22.5,41.3,15.9,35.4,95.5,0,2023,"R","Overall","MLB",64.7,99.2,0,0,93.2,14.9,69.3,"drop",FALSE,"Non-Poor Loft",0.693,0.149,0,0.932,0.59474,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"573",573,"Julks, Corey",225,17,25.5,38.2,9.4,28.3,89,0,2023,"R","Overall","MLB",36.3,56.2,0,0,75.1,81.4,20.9,"drop",FALSE,"Non-Poor Loft",0.209,0.814,0,0.751,0.59293,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"574",574,"Jung, Josh",329,15,24.1,43.5,14.5,38.1,91.2,0,2023,"R","Overall","MLB",77.1,82.4,0,0,97.7,64.7,62.2,"drop",FALSE,"Non-Poor Loft",0.622,0.647,0,0.977,0.75095,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"575",575,"Kelenic, Jarred",242,10.1,24.1,40.1,16.1,33.9,90.5,0,2023,"R","Overall","MLB",57.9,74.3,0,0,90.2,23.7,72.3,"drop",FALSE,"Non-Poor Loft",0.723,0.237,0,0.902,0.62348,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"576",576,"Kemp, Tony",313,10,27.6,33.9,13.3,18.1,86.5,0,2023,"R","Overall","MLB",4.8,27.2,0,0,33,23.2,53.1,"drop",FALSE,"Non-Poor Loft",0.531,0.232,0,0.33,0.36399,"Below Average","Excluded from Analysis","Excluded from Analysis"
"577",577,"Kepler, Max",336,14.7,27.9,37.5,11.8,25,87.6,0,2023,"R","Overall","MLB",20.2,39,0,0,67.3,63.2,41.3,"drop",FALSE,"Non-Poor Loft",0.413,0.632,0,0.673,0.57367,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"578",578,"Kiermaier, Kevin",286,5.6,26.6,31.1,4.5,29.6,83.2,0,2023,"R","Overall","MLB",41.3,7.1,0,0,13.1,6.5,3,"drop",FALSE,"Non-Poor Loft",0.03,0.065,0,0.131,0.07589,"Below Average","Excluded from Analysis","Excluded from Analysis"
"579",579,"Kim, Ha-Seong",417,13.6,29.3,38.1,12.6,18.7,83,0,2023,"R","Overall","MLB",5.3,5.3,0,0,74.1,52.9,47.6,"drop",FALSE,"Non-Poor Loft",0.476,0.529,0,0.741,0.58359,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"580",580,"Kiner-Falefa, Isiah",256,7.2,26.7,35.5,6.1,36.5,85.7,0,2023,"R","Overall","MLB",70.8,20.4,0,0,49.9,11.3,6.5,"drop",TRUE,"Poor Loft",0.065,0.113,0,0.499,0.2284,"Below Average","Excluded from Analysis","Excluded from Analysis"
"581",581,"Kirilloff, Alex",204,12.4,24.1,42.6,18.1,46.3,93.1,0,2023,"R","Overall","MLB",95.7,95.5,0,0,95,41.8,86.4,"drop",FALSE,"Non-Poor Loft",0.864,0.418,0,0.95,0.74606,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"582",582,"Kirk, Alejandro",329,6.3,29.3,33.1,6.6,34.7,87.9,0,2023,"R","Overall","MLB",61,42.1,0,0,25.9,9.1,8.1,"drop",FALSE,"Non-Poor Loft",0.081,0.091,0,0.259,0.14482,"Below Average","Excluded from Analysis","Excluded from Analysis"
"583",583,"Knizner, Andrew",161,14.3,30.9,29.2,9.9,28.8,88,0,2023,"R","Overall","MLB",38.3,43.8,0,0,5.3,57.9,24.4,"drop",FALSE,"Non-Poor Loft",0.244,0.579,0,0.053,0.28961,"Below Average","Excluded from Analysis","Excluded from Analysis"
"584",584,"Kwan, Steven",562,10.7,25.1,39.3,8.9,43,82.7,0,2023,"R","Overall","MLB",88.7,4.5,0,0,84.4,28.5,17.9,"drop",TRUE,"Poor Loft",0.179,0.285,0,0.844,0.44008,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"585",585,"Langeliers, Shea",307,19.6,32.8,31.3,18.4,25,91.5,0,2023,"R","Overall","MLB",20.2,84.6,0,0,14.4,91.4,87.9,"drop",FALSE,"Non-Poor Loft",0.879,0.914,0,0.144,0.64065,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"586",586,"Larnach, Trevor",113,17.5,24.8,43.4,23.8,20.9,90.7,0,2023,"R","Overall","MLB",9.6,77.3,0,0,97.5,84.6,98.7,"drop",FALSE,"Non-Poor Loft",0.987,0.846,0,0.975,0.93639,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"587",587,"Laureano, Ramón",247,12.9,29.7,35.6,12.7,36.5,87.3,0,2023,"R","Overall","MLB",70.8,35,0,0,51.4,46.1,47.9,"drop",TRUE,"Poor Loft",0.479,0.461,0,0.514,0.48496,"Below Average","Excluded from Analysis","Excluded from Analysis"
"588",588,"LeMahieu, DJ",374,3.6,28.5,33.2,6.8,43.1,88.7,0,2023,"R","Overall","MLB",88.9,51.4,0,0,26.7,2.3,8.6,"drop",FALSE,"Non-Poor Loft",0.086,0.023,0,0.267,0.12675,"Below Average","Excluded from Analysis","Excluded from Analysis"
"589",589,"Lewis, Royce",162,16.2,30.2,34.6,14.9,34,91.1,0,2023,"R","Overall","MLB",58.2,80.9,0,0,40.3,75.8,63.5,"drop",FALSE,"Non-Poor Loft",0.635,0.758,0,0.403,0.59671,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"590",590,"Lindor, Francisco",472,19.2,28.2,37.3,15.6,26.4,88.9,0,2023,"R","Overall","MLB",28,53.4,0,0,65.2,90.9,67.8,"drop",FALSE,"Non-Poor Loft",0.678,0.909,0,0.652,0.74539,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"591",591,"Longoria, Evan",141,15.7,26.1,38.3,16.1,21.3,90.1,0,2023,"R","Overall","MLB",10.3,69.3,0,0,76.8,72.3,72.3,"drop",FALSE,"Non-Poor Loft",0.723,0.723,0,0.768,0.7383,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"592",592,"Lopez, Nicky",186,0.5,26.3,33.9,7.2,48,89.8,0,2023,"R","Overall","MLB",97.2,63.7,0,0,33,0,10.1,"drop",FALSE,"Non-Poor Loft",0.101,0,0,0.33,0.14553,"Below Average","Excluded from Analysis","Excluded from Analysis"
"593",593,"Lowe, Brandon",261,16,28.2,33.7,15.3,17.5,90.8,0,2023,"R","Overall","MLB",3.5,77.8,0,0,30.7,74.3,65.5,"drop",FALSE,"Non-Poor Loft",0.655,0.743,0,0.307,0.56572,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"594",594,"Lowe, Josh",343,14.3,27.6,38.2,12.1,33.7,86.2,0,2023,"R","Overall","MLB",57.2,24.2,0,0,75.1,57.9,45.3,"drop",FALSE,"Non-Poor Loft",0.453,0.579,0,0.751,0.5959,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"595",595,"Lowe, Nathaniel",461,7.3,28.1,37.5,9.5,44.1,91.8,0,2023,"R","Overall","MLB",91.9,86.1,0,0,67.3,11.8,22.2,"drop",FALSE,"Non-Poor Loft",0.222,0.118,0,0.673,0.34102,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"596",596,"Machado, Manny",440,15,29.7,32,11.5,35.4,90.5,0,2023,"R","Overall","MLB",64.7,74.3,0,0,19.1,64.7,38.3,"drop",FALSE,"Non-Poor Loft",0.383,0.647,0,0.191,0.40484,"Below Average","Excluded from Analysis","Excluded from Analysis"
"597",597,"Madrigal, Nick",244,3.7,25.9,31.1,0.9,28.6,82.3,0,2023,"R","Overall","MLB",37.5,3.8,0,0,13.1,2.8,0,"drop",FALSE,"Non-Poor Loft",0,0.028,0,0.131,0.05378,"Below Average","Excluded from Analysis","Excluded from Analysis"
"598",598,"Maile, Luke",130,14.1,26.1,37.7,20,24.3,89.9,0,2023,"R","Overall","MLB",18.1,66.5,0,0,69,56.9,94.5,"drop",FALSE,"Non-Poor Loft",0.945,0.569,0,0.69,0.73422,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"599",599,"Maldonado, Martín",220,18,28.8,35.5,17.7,18.9,90.8,0,2023,"R","Overall","MLB",5.8,77.8,0,0,49.9,86.9,83.9,"drop",FALSE,"Non-Poor Loft",0.839,0.869,0,0.499,0.7333,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"600",600,"Mancini, Trey",161,12.2,26.7,33.5,7.7,35.3,87.9,0,2023,"R","Overall","MLB",63.7,42.1,0,0,29.5,39.8,13.9,"drop",FALSE,"Non-Poor Loft",0.139,0.398,0,0.295,0.27751,"Below Average","Excluded from Analysis","Excluded from Analysis"
"601",601,"Marcano, Tucupita",162,14.4,27.8,36.4,14.1,41.9,87.7,0,2023,"R","Overall","MLB",86.4,40.1,0,0,57.4,59.2,60.2,"drop",FALSE,"Non-Poor Loft",0.602,0.592,0,0.574,0.58918,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"602",602,"Margot, Manuel",256,10.5,29.7,28.9,5.8,40.7,85.5,0,2023,"R","Overall","MLB",83.4,18.4,0,0,4.5,26.2,5.5,"drop",TRUE,"Poor Loft",0.055,0.262,0,0.045,0.11991,"Below Average","Excluded from Analysis","Excluded from Analysis"
"603",603,"Marsh, Brandon",262,12,23.3,39.3,13.9,49.3,92.5,0,2023,"R","Overall","MLB",97.7,92.4,0,0,84.4,37.8,58.2,"drop",FALSE,"Non-Poor Loft",0.582,0.378,0,0.844,0.60376,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"604",604,"Marte, Ketel",464,10.7,29.7,32.8,7.2,31.6,87.2,0,2023,"R","Overall","MLB",48.9,34,0,0,23.7,28.5,10.1,"drop",FALSE,"Non-Poor Loft",0.101,0.285,0,0.237,0.20796,"Below Average","Excluded from Analysis","Excluded from Analysis"
"605",605,"Marte, Starling",243,6.3,26.7,31.7,11.4,47.5,90,0,2023,"R","Overall","MLB",96.7,67.5,0,0,17.4,9.1,36.8,"drop",FALSE,"Non-Poor Loft",0.368,0.091,0,0.174,0.21063,"Below Average","Excluded from Analysis","Excluded from Analysis"
"606",606,"Martinez, J.D.",293,16.8,23.6,42.7,18.8,35.2,93.9,0,2023,"R","Overall","MLB",62.5,97.2,0,0,95.5,80.1,90.7,"drop",FALSE,"Non-Poor Loft",0.907,0.801,0,0.955,0.88834,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"607",607,"Massey, Michael",329,19.7,27.6,39.8,16.4,26.5,87.3,0,2023,"R","Overall","MLB",28.2,35,0,0,88.2,92.2,76.3,"drop",FALSE,"Non-Poor Loft",0.763,0.922,0,0.882,0.85593,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"608",608,"Mateo, Jorge",237,10.5,29,31.2,11,37.7,90,0,2023,"R","Overall","MLB",75.3,67.5,0,0,13.6,26.2,33.5,"drop",FALSE,"Non-Poor Loft",0.335,0.262,0,0.136,0.24325,"Below Average","Excluded from Analysis","Excluded from Analysis"
"609",609,"Maton, Nick",177,18.2,27.7,33.3,19.6,27.4,85.3,0,2023,"R","Overall","MLB",32,16.9,0,0,27.7,88.2,92.7,"drop",FALSE,"Non-Poor Loft",0.927,0.882,0,0.277,0.69115,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"610",610,"Matos, Luis",195,6.3,28.2,40,3.6,28.3,88.4,0,2023,"R","Overall","MLB",36.3,47.4,0,0,89.7,9.1,1.8,"drop",FALSE,"Non-Poor Loft",0.018,0.091,0,0.897,0.34095,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"611",611,"McCann, James",151,16.6,24.7,38.4,15.6,34,88.3,0,2023,"R","Overall","MLB",58.2,46.1,0,0,78.3,78.6,67.8,"drop",FALSE,"Non-Poor Loft",0.678,0.786,0,0.783,0.74934,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"612",612,"McCarthy, Jake",209,7.3,27.9,33.5,11.6,54.8,85.7,0,2023,"R","Overall","MLB",99.5,20.4,0,0,29.5,11.8,39.5,"drop",TRUE,"Poor Loft",0.395,0.118,0,0.295,0.26959,"Below Average","Excluded from Analysis","Excluded from Analysis"
"613",613,"McCormick, Chas",284,14.6,25.1,40.5,21.3,32.2,92.2,0,2023,"R","Overall","MLB",51.1,89.9,0,0,91.4,62,96,"drop",FALSE,"Non-Poor Loft",0.96,0.62,0,0.914,0.83216,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"614",614,"McCutchen, Andrew",294,12.3,28.5,35.4,15.8,32.5,89.7,0,2023,"R","Overall","MLB",52.4,62.7,0,0,49.6,40.6,69,"drop",FALSE,"Non-Poor Loft",0.69,0.406,0,0.496,0.53032,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"615",615,"McGuire, Reese",131,2.8,29.2,34.4,9.4,31.6,83.6,0,2023,"R","Overall","MLB",48.9,8.6,0,0,38.5,1.5,20.9,"drop",FALSE,"Non-Poor Loft",0.209,0.015,0,0.385,0.20482,"Below Average","Excluded from Analysis","Excluded from Analysis"
"616",616,"McKinstry, Zach",353,17.8,24.5,38.8,13.6,35.5,85,0,2023,"R","Overall","MLB",65.5,14.6,0,0,80.9,85.6,56.2,"drop",TRUE,"Poor Loft",0.562,0.856,0,0.809,0.743,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"617",617,"McLain, Matt",248,13.8,28.2,41.1,15.5,34.8,89.2,0,2023,"R","Overall","MLB",61.5,58.2,0,0,92.4,53.9,66.8,"drop",FALSE,"Non-Poor Loft",0.668,0.539,0,0.924,0.71247,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
