batter,level,report_date,bip_count,pa_count,status,notes
682848,Triple-A,2026-04-12,67,446,new,NA
682868,Triple-A,2026-07-02,177,1189,reported,NA
682877,Triple-A,2026-06-02,298,1833,reported,NA
682927,Triple-A,2026-05-25,328,1879,reported,NA
682983,Triple-A,2026-06-02,220,1721,reported,NA
682987,Triple-A,2026-07-25,110,854,reported,NA
682997,Triple-A,2026-05-09,221,1375,reported,NA
683021,Triple-A,2026-05-25,309,1571,reported,NA
683079,Triple-A,2026-09-11,101,819,reported,NA
683494,Triple-A,2026-04-12,33,138,new,NA
683679,Triple-A,2026-06-20,140,665,reported,NA
683748,Triple-A,2026-04-12,50,312,new,NA
683770,Triple-A,2026-04-12,17,90,new,NA
683953,Triple-A,2026-04-12,60,391,new,NA
685091,Triple-A,2026-04-12,16,164,new,NA
685274,Triple-A,2026-06-14,276,1489,reported,NA
685332,Triple-A,2026-06-02,247,1584,reported,NA
685337,Single-A,2026-04-12,25,136,new,NA
686523,Triple-A,2026-07-10,210,1325,reported,NA
686551,Triple-A,2026-05-15,324,1942,reported,NA
686554,Triple-A,2026-06-14,247,1794,reported,NA
686611,Triple-A,2026-05-15,100,605,reported,NA
686676,Triple-A,2026-06-14,198,1289,reported,NA
686765,Triple-A,2026-07-25,122,803,reported,NA
686823,Triple-A,2026-07-02,324,1347,reported,NA
686976,Triple-A,2026-04-12,89,764,new,NA
687005,Triple-A,2026-05-25,134,863,reported,NA
687066,Triple-A,2026-04-12,47,417,new,NA
687069,Triple-A,2026-06-02,206,1416,reported,NA
687093,Triple-A,2026-04-12,28,124,new,NA
687208,Triple-A,2026-04-12,92,633,new,NA
687210,Triple-A,2026-04-12,40,259,new,NA
687284,Triple-A,2026-07-10,159,1063,reported,NA
687515,Triple-A,2026-09-11,113,732,reported,NA
687529,Triple-A,2026-05-25,130,836,reported,NA
687551,Triple-A,2026-04-12,30,161,new,NA
687567,Single-A,2026-04-12,16,129,new,NA
687605,Triple-A,2026-06-14,223,1593,reported,NA
687627,Triple-A,2026-05-25,298,1864,reported,NA
687714,Triple-A,2026-06-14,129,945,reported,NA
687724,Triple-A,2026-06-14,187,1175,reported,NA
687749,Triple-A,2026-05-25,134,786,reported,NA
687799,Triple-A,2026-05-25,317,1839,reported,NA
687867,Triple-A,2026-07-02,151,1051,reported,NA
687952,Triple-A,2026-06-14,157,852,reported,NA
687957,Triple-A,2026-07-02,207,1088,reported,NA
688005,Triple-A,2026-06-02,355,1773,reported,NA
688457,Triple-A,2026-06-14,262,1690,reported,NA
688460,Triple-A,2026-05-09,418,2036,reported,NA
688682,Triple-A,2026-04-12,28,241,new,NA
688760,Triple-A,2026-06-02,144,840,reported,NA
689041,Triple-A,2026-05-01,169,739,reported,NA
689172,Triple-A,2026-05-25,325,2152,reported,NA
689200,Triple-A,2026-04-12,87,689,new,NA
689288,Triple-A,2026-07-02,110,579,reported,NA
690022,Triple-A,2026-08-08,150,927,reported,NA
690291,Triple-A,2026-06-02,343,2207,reported,NA
690841,Triple-A,2026-04-12,56,375,new,NA
690914,Triple-A,2026-07-25,207,1083,reported,NA
690924,Triple-A,2026-04-12,69,476,new,NA
690961,Triple-A,2026-07-25,225,1339,reported,NA
690984,Triple-A,2026-07-10,113,628,reported,NA
690987,Triple-A,2026-06-14,184,1166,reported,NA
691002,Triple-A,2026-05-25,284,1541,reported,NA
691003,Triple-A,2026-09-19,111,647,reported,NA
691011,Triple-A,2026-04-12,27,180,new,NA
691021,Triple-A,2026-09-11,114,713,reported,NA
691176,Triple-A,2026-08-22,146,813,reported,NA
691181,Triple-A,2026-09-11,102,795,reported,NA
691182,Triple-A,2026-05-09,314,1642,reported,NA
691277,Triple-A,2026-05-25,275,1506,reported,NA
691369,Triple-A,2026-05-25,351,1919,reported,NA
691373,Triple-A,2026-07-10,153,842,reported,NA
691458,Triple-A,2026-05-25,165,713,reported,NA
691620,Triple-A,2026-05-25,322,1648,reported,NA
691728,Triple-A,2026-05-25,292,1599,reported,NA
691775,Triple-A,2026-05-25,233,1896,reported,NA
691788,Triple-A,2026-04-12,40,310,new,NA
691858,Triple-A,2026-06-14,190,1035,reported,NA
691907,Triple-A,2026-06-14,183,1183,reported,NA
691938,Triple-A,2026-04-12,58,432,new,NA
692225,Triple-A,2026-06-02,248,1900,reported,NA
692585,Triple-A,2026-05-25,352,1918,reported,NA
692598,Single-A,2026-04-12,5,60,new,NA
693409,Triple-A,2026-06-14,253,1138,reported,NA
693459,Triple-A,2026-06-02,184,1093,reported,NA
694025,Triple-A,2026-06-02,261,1269,reported,NA
694175,Triple-A,2026-04-12,19,136,new,NA
694181,Triple-A,2026-04-12,11,150,new,NA
694203,Triple-A,2026-05-25,169,898,reported,NA
694215,Single-A,2026-06-14,230,1385,reported,NA
694224,Triple-A,2026-05-15,307,1542,reported,NA
694249,Triple-A,2026-05-15,166,889,reported,NA
694351,Triple-A,2026-06-02,256,1475,reported,NA
694359,Triple-A,2026-09-11,138,1094,reported,NA
694362,Triple-A,2026-04-12,88,418,new,NA
694371,Triple-A,2026-05-15,142,968,reported,NA
694376,Triple-A,2026-07-02,206,1255,reported,NA
694378,Triple-A,2026-05-15,143,868,reported,NA
694385,Triple-A,2026-05-25,294,2178,reported,NA
694410,Triple-A,2026-05-09,290,1651,reported,NA
694514,Triple-A,2026-07-02,241,1434,reported,NA
694580,Triple-A,2026-07-02,221,1526,reported,NA
694661,Triple-A,2026-06-14,106,768,reported,NA
694673,Triple-A,2026-06-02,228,1357,reported,NA
694815,Triple-A,2026-04-12,34,188,new,NA
694876,Triple-A,2026-06-14,265,1948,reported,NA
694930,Triple-A,2026-06-14,120,754,reported,NA
695020,Triple-A,2026-04-12,5,66,new,NA
695078,Triple-A,2026-04-12,53,296,new,NA
695490,Triple-A,2026-05-09,217,1022,reported,NA
695491,Triple-A,2026-06-02,260,1623,reported,NA
695508,Triple-A,2026-05-25,302,1707,reported,NA
695527,Single-A,2026-04-12,3,51,new,NA
695579,Single-A,2026-07-02,163,1140,reported,NA
695652,Single-A,2026-06-02,257,1950,reported,NA
695653,Triple-A,2026-05-25,378,2058,reported,NA
695670,Triple-A,2026-07-02,117,896,reported,NA
695681,Triple-A,2026-06-14,216,1505,reported,NA
695735,Triple-A,2026-06-14,246,1424,reported,NA
696030,Triple-A,2026-09-01,141,761,reported,NA
696135,Triple-A,2026-05-25,244,1732,reported,NA
696140,Triple-A,2026-07-10,244,1399,reported,NA
696486,Triple-A,2026-05-25,358,2554,reported,NA
698929,Single-A,2026-04-12,7,54,new,NA
699013,Triple-A,2026-05-25,134,908,reported,NA
699024,Triple-A,2026-06-14,261,1443,reported,NA
699232,Triple-A,2026-05-15,333,1679,reported,NA
699302,Triple-A,2026-05-09,302,1627,reported,NA
699393,Triple-A,2026-05-09,126,675,reported,NA
699471,Triple-A,2026-04-12,30,193,new,NA
699625,Triple-A,2026-09-19,107,856,reported,NA
700032,Triple-A,2026-05-25,311,1781,reported,NA
700246,Triple-A,2026-06-14,241,1831,reported,NA
700720,Single-A,2026-04-12,15,134,new,NA
701162,Triple-A,2026-05-15,168,1048,reported,NA
701177,Triple-A,2026-07-10,204,1426,reported,NA
701206,Single-A,2026-05-25,186,1084,reported,NA
701298,Triple-A,2026-06-14,256,1377,reported,NA
701394,Triple-A,2026-05-09,390,2489,reported,NA
701496,Triple-A,2026-07-02,253,1356,reported,NA
701648,Triple-A,2026-06-02,313,1963,reported,NA
701649,Triple-A,2026-05-15,375,1600,reported,NA
701678,Single-A,2026-04-12,23,122,new,NA
701727,Single-A,2026-05-25,225,1468,reported,NA
701785,Triple-A,2026-05-15,212,1215,reported,NA
701820,Single-A,2026-04-12,35,301,new,NA
702025,Single-A,2026-04-12,34,358,new,NA
702176,Triple-A,2026-09-11,136,702,reported,NA
702261,Triple-A,2026-06-14,217,1567,reported,NA
702302,Triple-A,2026-05-15,141,999,reported,NA
702358,Triple-A,2026-06-14,348,1752,reported,NA
702486,Single-A,2026-04-12,22,118,new,NA
702495,Single-A,2026-06-02,129,770,reported,NA
702518,Triple-A,2026-05-15,206,1284,reported,NA
702526,Single-A,2026-06-02,123,663,reported,NA
702540,Triple-A,2026-05-15,323,1736,reported,NA
702563,Single-A,2026-04-12,24,207,new,NA
702616,Triple-A,2026-04-12,31,185,new,NA
702726,Triple-A,2026-07-25,172,1052,reported,NA
702789,Triple-A,2026-07-02,172,1221,reported,NA
703151,Triple-A,2026-04-12,20,85,new,NA
703157,Single-A,2026-08-22,124,720,reported,NA
703158,Single-A,2026-06-14,142,1132,reported,NA
703159,Single-A,2026-07-25,110,639,reported,NA
703185,Triple-A,2026-05-15,384,2231,reported,NA
703191,Single-A,2026-04-12,5,93,new,NA
703195,Single-A,2026-04-12,27,237,new,NA
703492,Triple-A,2026-06-02,312,1879,reported,NA
703520,Triple-A,2026-06-20,201,1389,reported,NA
703563,Single-A,2026-07-25,169,1256,reported,NA
703601,Triple-A,2026-05-15,275,1542,reported,NA
703607,Triple-A,2026-05-09,105,524,reported,NA
703861,Single-A,2026-04-12,51,315,new,NA
800209,Single-A,2026-04-12,17,155,new,NA
800246,Single-A,2026-06-14,169,1111,reported,NA
800254,Single-A,2026-06-14,105,653,reported,NA
800266,Single-A,2026-06-20,172,1049,reported,NA
800272,Single-A,2026-04-12,52,265,new,NA
800276,Single-A,2026-07-02,151,918,reported,NA
800285,Single-A,2026-04-12,80,542,new,NA
800325,Triple-A,2026-05-09,223,1242,reported,NA
800614,Single-A,2026-04-12,19,194,new,NA
800615,Single-A,2026-09-01,103,646,reported,NA
800728,Single-A,2026-04-12,40,289,new,NA
800741,Single-A,2026-04-12,80,471,new,NA
800840,Single-A,2026-06-14,145,937,reported,NA
801126,Triple-A,2026-05-15,258,1522,reported,NA
801130,Single-A,2026-04-12,58,511,new,NA
801464,Triple-A,2026-06-02,208,1271,reported,NA
801501,Triple-A,2026-05-09,345,1734,reported,NA
801537,Single-A,2026-06-14,184,1077,reported,NA
801563,Single-A,2026-07-25,105,641,reported,NA
801954,Single-A,2026-06-02,205,1337,reported,NA
802353,Single-A,2026-04-12,48,293,new,NA
802355,Triple-A,2026-06-20,192,1098,reported,NA
803011,Triple-A,2026-04-12,24,167,new,NA
803033,Triple-A,2026-06-02,304,1908,reported,NA
804668,Triple-A,2026-06-02,145,1066,reported,NA
804859,Single-A,2026-06-14,205,1103,reported,NA
805102,Single-A,2026-07-25,109,764,reported,NA
805268,Single-A,2026-04-12,23,139,new,NA
805347,Triple-A,2026-05-25,296,1700,reported,NA
805373,Triple-A,2026-05-25,106,617,reported,NA
805416,Single-A,2026-09-01,127,649,reported,NA
805550,Single-A,2026-06-14,194,1297,reported,NA
805590,Single-A,2026-05-25,145,816,reported,NA
805672,Triple-A,2026-06-02,176,1386,reported,NA
805805,Triple-A,2026-07-25,182,991,reported,NA
805811,Triple-A,2026-04-12,64,457,new,NA
806068,Triple-A,2026-04-12,87,565,new,NA
806120,Single-A,2026-07-25,100,681,reported,NA
806198,Triple-A,2026-05-15,173,905,reported,NA
806275,Single-A,2026-06-14,156,1044,reported,NA
806518,Single-A,2026-04-12,2,52,new,NA
