"","player_name","pitch_name","Pitches","BIP","Swing%","Strike%","Zone%","Chase%","CS%","Foul%","Whiff%","IZ Whiff","OZ Whiff","GB%","HH%"
"291","Ramirez, Nick","Overall",316,50,43.7,63,42.7,31.5,20.6,33.3,29,23.5,36.8,56,24
"292","Ramirez, Yohan","Overall",429,64,41.7,61.3,35.2,29.5,20,42.5,21.2,12.4,31.7,65.6,26.6
"293","Ramírez, Erasmo","Overall",482,120,55.4,68.3,46.5,35.3,13.3,34.5,20.2,13.1,34.1,40.8,40
"294","Rasmussen, Drew","Overall",427,68,47.8,66.3,46.1,34.8,19.7,42.2,24.5,8.9,48.8,52.9,35.3
"295","Rea, Colin","Overall",1058,187,47.8,63.4,39.4,34,17.1,34.6,28.5,19.1,40.8,51.9,44.9
"296","Richards, Trevor","Overall",756,97,48.3,63.8,34,40.3,16.4,36.2,36.9,20.6,50.2,26.8,43.3
"297","Robertson, David","Overall",572,88,46.3,63.6,42.5,30.1,18.5,32.8,33.2,22.9,50.5,37.5,33
"298","Rodriguez, Eduardo","Overall",574,91,47.7,62.2,40.8,NA,16.2,39.8,25.9,18.2,45.6,58.2,33
"299","Rodriguez, Grayson","Overall",1194,200,50.5,66.1,44.5,33.9,16.8,41.1,25.7,17.2,40,46.5,42.5
"300","Rogers, Taylor","Overall",429,52,40.6,63.2,42.2,28.2,23.8,36.8,32.2,22.1,47.1,44.2,32.7
"301","Rogers, Tyler","Overall",631,134,50.7,67.4,42.6,35.4,17.3,34.1,23.8,16.1,35.2,50,31.3
"302","Romano, Jordan","Overall",495,89,51.9,65.5,38.6,37.5,14.7,28.8,36.6,17.5,60.5,42.7,38.2
"303","Rucker, Michael","Overall",386,62,43.3,55.4,37.6,27,13.7,32.9,29.9,12.7,56.9,53.2,46.8
"304","Ruiz, José","Overall",495,79,47.3,59.8,36.4,NA,13.9,34.2,31.2,20.8,43.4,39.2,36.7
"305","Ryan, Joe","Overall",1448,229,53.5,66.4,41.5,38.3,13.7,39.9,30.5,25.1,38,29.3,47.6
